"Laikotarpis","Rodiklis","Statinių pagal tipą klasifikatorius (CC) (gyvenamieji pastatai, vieno ir dviejų butų pastatai)","Kambarių skaičius","Administracinė teritorija","Matavimo vienetai","Reikšmė"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","24"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","24"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","24"
"2012","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.0"
"2012","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.0"
"2012","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","11"
"2012","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","5"
"2012","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","4"
"2012","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2012","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.",
"2011","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","28"
"2011","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","28"
"2011","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","4.0"
"2011","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","4.0"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","28"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","28"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","28"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","28"
"2011","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.0"
"2011","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.0"
"2011","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","10"
"2011","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2011","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.","1"
"2011","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2011","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","3"
"2011","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.","4"
"2011","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.",
"2010","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2010","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2010","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.4"
"2010","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.4"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2010","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.7"
"2010","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.7"
"2010","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","5"
"2010","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","1"
"2010","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","4"
"2010","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.",
"2009","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","17"
"2009","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","17"
"2009","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","2.5"
"2009","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","2.5"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","17"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","17"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","17"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","17"
"2009","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.2"
"2009","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.2"
"2009","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","10"
"2009","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2009","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","3"
"2009","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.","1"
"2008","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","21"
"2008","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","21"
"2008","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","3.3"
"2008","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","3.3"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","21"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","21"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","21"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","21"
"2008","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.7"
"2008","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.7"
"2008","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","6"
"2008","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2008","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2008","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","1"
"2008","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2008","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2008","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.","1"
"2007","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","38"
"2007","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","38"
"2007","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","5.5"
"2007","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","5.5"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","38"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","38"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","38"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","38"
"2007","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.8"
"2007","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.8"
"2007","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","7"
"2007","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2007","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2007","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2007","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","3"
"2007","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.",
"2007","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.","2"
"2006","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","25"
"2006","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","25"
"2006","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","3.3"
"2006","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","3.3"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","25"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","25"
"2006","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","25"
"2006","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","25"
"2006","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2006","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2006","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","3"
"2006","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2006","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2006","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.",
"2006","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","1"
"2006","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.","2"
"2006","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.",
"2005","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","16"
"2005","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","8"
"2005","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.3"
"2005","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.6"
"2005","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","9"
"2005","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","8"
"2005","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","9"
"2005","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","8"
"2005","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.1"
"2005","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.1"
"2005","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Kazlų Rūdos sav.","vnt.","1"
"2005","Baigtų statyti būstų skaičius","","1 kambario","Kazlų Rūdos sav.","vnt.",
"2005","Baigtų statyti būstų skaičius","","2 kambarių","Kazlų Rūdos sav.","vnt.",
"2005","Baigtų statyti būstų skaičius","","3 kambarių","Kazlų Rūdos sav.","vnt.",
"2005","Baigtų statyti būstų skaičius","","4 kambarių","Kazlų Rūdos sav.","vnt.","1"
"2005","Baigtų statyti būstų skaičius","","5 kambarių","Kazlų Rūdos sav.","vnt.",
"2005","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Kazlų Rūdos sav.","vnt.",
"2004","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2004","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2004","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.5"
"2004","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.5"
"2004","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2004","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2004","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","11"
"2004","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","11"
"2004","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2004","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2003","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","13"
"2003","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","13"
"2003","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","1.7"
"2003","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","1.7"
"2003","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","13"
"2003","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","13"
"2003","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","13"
"2003","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","13"
"2003","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2003","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2002","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","2"
"2002","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","2"
"2002","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.2"
"2002","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.2"
"2002","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","2"
"2002","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2002","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","2"
"2002","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2002","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.5"
"2002","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.5"
"2001","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","4"
"2001","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","4"
"2001","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2001","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.4"
"2001","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","4"
"2001","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2001","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","4"
"2001","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2001","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.6"
"2001","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.6"
"2000","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","3"
"2000","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.","3"
"2000","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.5"
"2000","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.5"
"2000","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","3"
"2000","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2000","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.","3"
"2000","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"2000","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²","0.6"
"2000","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²","0.6"
"1999","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1999","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1999","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²",
"1999","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²",
"1999","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1999","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1999","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1999","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1999","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²",
"1999","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²",
"1998","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1998","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1998","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²",
"1998","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²",
"1998","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1998","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1998","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","vnt.",
"1998","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","vnt.",
"1998","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Kazlų Rūdos sav.","tūkst. m²",
"1998","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Kazlų Rūdos sav.","tūkst. m²",
"2024","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","vnt.","104"
"2024","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","vnt.","96"
"2024","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","tūkst. m²","15.0"
"2024","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","tūkst. m²","14.6"
"2024","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","vnt.","93"
"2024","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","vnt.","92"
"2024","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","vnt.","93"
"2024","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","vnt.","92"
"2024","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","vnt.","96"
"2024","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","vnt.","59"
"2024","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","vnt.","56"
"2024","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","vnt.","55"
"2024","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Marijampolės sav.","tūkst. m²","10.5"
"2024","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Marijampolės sav.","tūkst. m²","8.6"
